theta,delta,k,K,Rec,F2dom,M2dom,F2epidom,M2epidom,fem_inv,masc_into_gyn
0.9,0.8,0.2,1,0.5,1,0,1,0,-0.6400000000000001,-0.37837837837837873
1,0.8,0.2,1,0.5,1,0,1,0,-0.8,-0.5000000000000001
0.6,0.9,0.2,1,0.5,1,0,1,0,-0.2800000000000001,-0.23529411764705876
0.7000000000000001,0.9,0.2,1,0.5,1,0,1,0,-0.46000000000000024,-0.42105263157894746
0.8,0.9,0.2,1,0.5,1,0,1,0,-0.6400000000000001,-0.5714285714285716
0.9,0.9,0.2,1,0.5,1,0,1,0,-0.8200000000000001,-0.6956521739130437
1,0.9,0.2,1,0.5,1,0,1,0,-1,-0.8
0.5,1,0.2,1,0.5,1,0,1,0,-0.2,-0.2857142857142857
0.6,1,0.2,1,0.5,1,0,1,0,-0.39999999999999997,-0.5
0.7000000000000001,1,0.2,1,0.5,1,0,1,0,-0.6000000000000001,-0.6666666666666667
0.8,1,0.2,1,0.5,1,0,1,0,-0.8,-0.8
0.9,1,0.2,1,0.5,1,0,1,0,-1,-0.9090909090909092
1,1,0.2,1,0.5,1,0,1,0,-1.2,-1
1,0.7000000000000001,0.30000000000000004,1,0.5,1,0,1,0,-0.7000000000000002,-0.14285714285714324
0.7000000000000001,0.8,0.30000000000000004,1,0.5,1,0,1,0,-0.42000000000000015,-0.19444444444444486
0.8,0.8,0.30000000000000004,1,0.5,1,0,1,0,-0.5800000000000003,-0.3333333333333336
0.9,0.8,0.30000000000000004,1,0.5,1,0,1,0,-0.7400000000000002,-0.45238095238095266
1,0.8,0.30000000000000004,1,0.5,1,0,1,0,-0.9000000000000001,-0.5555555555555558
0.5,0.9,0.30000000000000004,1,0.5,1,0,1,0,-0.19999999999999996,-0.14285714285714302
0.6,0.9,0.30000000000000004,1,0.5,1,0,1,0,-0.3800000000000001,-0.33333333333333337
0.7000000000000001,0.9,0.30000000000000004,1,0.5,1,0,1,0,-0.5600000000000003,-0.4883720930232559
0.8,0.9,0.30000000000000004,1,0.5,1,0,1,0,-0.7400000000000002,-0.6170212765957449
0.9,0.9,0.30000000000000004,1,0.5,1,0,1,0,-0.9200000000000002,-0.7254901960784315
1,0.9,0.30000000000000004,1,0.5,1,0,1,0,-1.1,-0.8181818181818182
0.4,1,0.30000000000000004,1,0.5,1,0,1,0,-0.10000000000000009,-0.14285714285714302
0.5,1,0.30000000000000004,1,0.5,1,0,1,0,-0.30000000000000004,-0.375
0.6,1,0.30000000000000004,1,0.5,1,0,1,0,-0.5,-0.5555555555555556
0.7000000000000001,1,0.30000000000000004,1,0.5,1,0,1,0,-0.7000000000000002,-0.7000000000000001
0.8,1,0.30000000000000004,1,0.5,1,0,1,0,-0.9000000000000001,-0.8181818181818182
0.9,1,0.30000000000000004,1,0.5,1,0,1,0,-1.1,-0.9166666666666667
1,1,0.30000000000000004,1,0.5,1,0,1,0,-1.3,-1
0.9,0.7000000000000001,0.4,1,0.5,1,0,1,0,-0.6600000000000003,-0.15789473684210564
1,0.7000000000000001,0.4,1,0.5,1,0,1,0,-0.8000000000000002,-0.25000000000000033
0.6,0.8,0.4,1,0.5,1,0,1,0,-0.36,-0.15789473684210542
0.7000000000000001,0.8,0.4,1,0.5,1,0,1,0,-0.5200000000000001,-0.29268292682926855
0.8,0.8,0.4,1,0.5,1,0,1,0,-0.6800000000000003,-0.4090909090909093
0.9,0.8,0.4,1,0.5,1,0,1,0,-0.8400000000000002,-0.5106382978723407
1,0.8,0.4,1,0.5,1,0,1,0,-1,-0.6000000000000001
0.5,0.9,0.4,1,0.5,1,0,1,0,-0.29999999999999993,-0.2500000000000001
0.6,0.9,0.4,1,0.5,1,0,1,0,-0.4800000000000001,-0.40909090909090906
0.7000000000000001,0.9,0.4,1,0.5,1,0,1,0,-0.6600000000000003,-0.5416666666666667
0.8,0.9,0.4,1,0.5,1,0,1,0,-0.8400000000000002,-0.653846153846154
0.9,0.9,0.4,1,0.5,1,0,1,0,-1.02,-0.7500000000000001
1,0.9,0.4,1,0.5,1,0,1,0,-1.2000000000000002,-0.8333333333333334
0.4,1,0.4,1,0.5,1,0,1,0,-0.20000000000000007,-0.2500000000000001
0.5,1,0.4,1,0.5,1,0,1,0,-0.4,-0.4444444444444444
0.6,1,0.4,1,0.5,1,0,1,0,-0.6,-0.6
0.7000000000000001,1,0.4,1,0.5,1,0,1,0,-0.8000000000000002,-0.7272727272727273
0.8,1,0.4,1,0.5,1,0,1,0,-1,-0.8333333333333334
0.9,1,0.4,1,0.5,1,0,1,0,-1.2000000000000002,-0.9230769230769231
1,1,0.4,1,0.5,1,0,1,0,-1.4,-1
0.8,0.7000000000000001,0.5,1,0.5,1,0,1,0,-0.6200000000000001,-0.17073170731707332
0.9,0.7000000000000001,0.5,1,0.5,1,0,1,0,-0.7600000000000002,-0.2558139534883723
1,0.7000000000000001,0.5,1,0.5,1,0,1,0,-0.9000000000000001,-0.3333333333333336
0.5,0.8,0.5,1,0.5,1,0,1,0,-0.30000000000000004,-0.1250000000000001
0.6,0.8,0.5,1,0.5,1,0,1,0,-0.45999999999999996,-0.2558139534883723
0.7000000000000001,0.8,0.5,1,0.5,1,0,1,0,-0.6200000000000001,-0.36956521739130466
0.8,0.8,0.5,1,0.5,1,0,1,0,-0.7800000000000002,-0.469387755102041
0.9,0.8,0.5,1,0.5,1,0,1,0,-0.9400000000000002,-0.5576923076923079
1,0.8,0.5,1,0.5,1,0,1,0,-1.1,-0.6363636363636365
0.4,0.9,0.5,1,0.5,1,0,1,0,-0.2200000000000002,-0.17073170731707332
0.5,0.9,0.5,1,0.5,1,0,1,0,-0.3999999999999999,-0.33333333333333337
0.6,0.9,0.5,1,0.5,1,0,1,0,-0.5800000000000001,-0.4693877551020408
0.7000000000000001,0.9,0.5,1,0.5,1,0,1,0,-0.7600000000000002,-0.5849056603773586
0.8,0.9,0.5,1,0.5,1,0,1,0,-0.9400000000000002,-0.6842105263157896
0.9,0.9,0.5,1,0.5,1,0,1,0,-1.12,-0.7704918032786886
1,0.9,0.5,1,0.5,1,0,1,0,-1.3,-0.8461538461538463
0.30000000000000004,1,0.5,1,0.5,1,0,1,0,-0.10000000000000009,-0.1250000000000001
0.4,1,0.5,1,0.5,1,0,1,0,-0.30000000000000004,-0.33333333333333337
0.5,1,0.5,1,0.5,1,0,1,0,-0.5,-0.5
0.6,1,0.5,1,0.5,1,0,1,0,-0.7,-0.6363636363636364
0.7000000000000001,1,0.5,1,0.5,1,0,1,0,-0.9000000000000001,-0.7500000000000001
0.8,1,0.5,1,0.5,1,0,1,0,-1.1,-0.8461538461538463
0.9,1,0.5,1,0.5,1,0,1,0,-1.3,-0.9285714285714286
1,1,0.5,1,0.5,1,0,1,0,-1.5,-1
0.7000000000000001,0.7000000000000001,0.6,1,0.5,1,0,1,0,-0.5800000000000002,-0.1818181818181821
0.8,0.7000000000000001,0.6,1,0.5,1,0,1,0,-0.7200000000000001,-0.26086956521739146
0.9,0.7000000000000001,0.6,1,0.5,1,0,1,0,-0.8600000000000002,-0.3333333333333336
1,0.7000000000000001,0.6,1,0.5,1,0,1,0,-1,-0.40000000000000013
0.5,0.8,0.6,1,0.5,1,0,1,0,-0.4,-0.22222222222222232
0.6,0.8,0.6,1,0.5,1,0,1,0,-0.5599999999999999,-0.33333333333333337
0.7000000000000001,0.8,0.6,1,0.5,1,0,1,0,-0.7200000000000001,-0.431372549019608
0.8,0.8,0.6,1,0.5,1,0,1,0,-0.8800000000000002,-0.5185185185185186
0.9,0.8,0.6,1,0.5,1,0,1,0,-1.04,-0.5964912280701756
1,0.8,0.6,1,0.5,1,0,1,0,-1.2000000000000002,-0.6666666666666667
0.4,0.9,0.6,1,0.5,1,0,1,0,-0.3200000000000002,-0.26086956521739135
0.5,0.9,0.6,1,0.5,1,0,1,0,-0.4999999999999999,-0.4
0.6,0.9,0.6,1,0.5,1,0,1,0,-0.68,-0.5185185185185186
0.7000000000000001,0.9,0.6,1,0.5,1,0,1,0,-0.8600000000000002,-0.6206896551724139
0.8,0.9,0.6,1,0.5,1,0,1,0,-1.04,-0.7096774193548389
0.9,0.9,0.6,1,0.5,1,0,1,0,-1.2200000000000002,-0.787878787878788
1,0.9,0.6,1,0.5,1,0,1,0,-1.4,-0.8571428571428572
0.30000000000000004,1,0.6,1,0.5,1,0,1,0,-0.20000000000000007,-0.22222222222222232
0.4,1,0.6,1,0.5,1,0,1,0,-0.4,-0.4
0.5,1,0.6,1,0.5,1,0,1,0,-0.6,-0.5454545454545454
0.6,1,0.6,1,0.5,1,0,1,0,-0.7999999999999999,-0.6666666666666666
0.7000000000000001,1,0.6,1,0.5,1,0,1,0,-1,-0.7692307692307693
0.8,1,0.6,1,0.5,1,0,1,0,-1.2000000000000002,-0.8571428571428572
0.9,1,0.6,1,0.5,1,0,1,0,-1.4,-0.9333333333333333
1,1,0.6,1,0.5,1,0,1,0,-1.6,-1
1,0.6,0.7000000000000001,1,0.5,1,0,1,0,-0.9,-0.11111111111111105
0.5,0.7000000000000001,0.7000000000000001,1,0.5,1,0,1,0,-0.40000000000000024,-0.11111111111111127
0.6,0.7000000000000001,0.7000000000000001,1,0.5,1,0,1,0,-0.5400000000000001,-0.19148936170212794
0.7000000000000001,0.7000000000000001,0.7000000000000001,1,0.5,1,0,1,0,-0.6800000000000003,-0.2653061224489799
0.8,0.7000000000000001,0.7000000000000001,1,0.5,1,0,1,0,-0.8200000000000002,-0.3333333333333336
0.9,0.7000000000000001,0.7000000000000001,1,0.5,1,0,1,0,-0.9600000000000003,-0.39622641509433987
1,0.7000000000000001,0.7000000000000001,1,0.5,1,0,1,0,-1.1,-0.4545454545454547
0.4,0.8,0.7000000000000001,1,0.5,1,0,1,0,-0.3400000000000002,-0.19148936170212782
0.5,0.8,0.7000000000000001,1,0.5,1,0,1,0,-0.5000000000000001,-0.30000000000000004
0.6,0.8,0.7000000000000001,1,0.5,1,0,1,0,-0.66,-0.39622641509433976
0.7000000000000001,0.8,0.7000000000000001,1,0.5,1,0,1,0,-0.8200000000000002,-0.4821428571428573
0.8,0.8,0.7000000000000001,1,0.5,1,0,1,0,-0.9800000000000003,-0.5593220338983051
0.9,0.8,0.7000000000000001,1,0.5,1,0,1,0,-1.1400000000000001,-0.6290322580645162
1,0.8,0.7000000000000001,1,0.5,1,0,1,0,-1.3000000000000003,-0.6923076923076925
0.30000000000000004,0.9,0.7000000000000001,1,0.5,1,0,1,0,-0.2400000000000001,-0.19148936170212782
0.4,0.9,0.7000000000000001,1,0.5,1,0,1,0,-0.42000000000000026,-0.33333333333333337
0.5,0.9,0.7000000000000001,1,0.5,1,0,1,0,-0.6,-0.4545454545454546
0.6,0.9,0.7000000000000001,1,0.5,1,0,1,0,-0.7800000000000001,-0.5593220338983051
0.7000000000000001,0.9,0.7000000000000001,1,0.5,1,0,1,0,-0.9600000000000003,-0.6507936507936509
0.8,0.9,0.7000000000000001,1,0.5,1,0,1,0,-1.1400000000000001,-0.7313432835820897
0.9,0.9,0.7000000000000001,1,0.5,1,0,1,0,-1.3200000000000003,-0.8028169014084507
1,0.9,0.7000000000000001,1,0.5,1,0,1,0,-1.5,-0.8666666666666667
0.2,1,0.7000000000000001,1,0.5,1,0,1,0,-0.09999999999999998,-0.11111111111111116
0.30000000000000004,1,0.7000000000000001,1,0.5,1,0,1,0,-0.30000000000000016,-0.30000000000000004
0.4,1,0.7000000000000001,1,0.5,1,0,1,0,-0.5000000000000001,-0.4545454545454546
0.5,1,0.7000000000000001,1,0.5,1,0,1,0,-0.7000000000000001,-0.5833333333333334
0.6,1,0.7000000000000001,1,0.5,1,0,1,0,-0.9,-0.6923076923076923
0.7000000000000001,1,0.7000000000000001,1,0.5,1,0,1,0,-1.1,-0.7857142857142858
0.8,1,0.7000000000000001,1,0.5,1,0,1,0,-1.3000000000000003,-0.8666666666666667
0.9,1,0.7000000000000001,1,0.5,1,0,1,0,-1.5,-0.9375
1,1,0.7000000000000001,1,0.5,1,0,1,0,-1.7000000000000002,-1
0.8,0.6,0.8,1,0.5,1,0,1,0,-0.76,-0.12499999999999989
0.9,0.6,0.8,1,0.5,1,0,1,0,-0.8800000000000001,-0.16326530612244894
1,0.6,0.8,1,0.5,1,0,1,0,-1,-0.19999999999999996
0.4,0.7000000000000001,0.8,1,0.5,1,0,1,0,-0.3600000000000001,-0.1250000000000001
0.5,0.7000000000000001,0.8,1,0.5,1,0,1,0,-0.5000000000000002,-0.20000000000000007
0.6,0.7000000000000001,0.8,1,0.5,1,0,1,0,-0.6400000000000001,-0.2692307692307694
0.7000000000000001,0.7000000000000001,0.8,1,0.5,1,0,1,0,-0.7800000000000002,-0.3333333333333335
0.8,0.7000000000000001,0.8,1,0.5,1,0,1,0,-0.9200000000000002,-0.392857142857143
0.9,0.7000000000000001,0.8,1,0.5,1,0,1,0,-1.0600000000000003,-0.44827586206896564
1,0.7000000000000001,0.8,1,0.5,1,0,1,0,-1.2000000000000002,-0.5000000000000002
0.30000000000000004,0.8,0.8,1,0.5,1,0,1,0,-0.28,-0.16326530612244916
0.4,0.8,0.8,1,0.5,1,0,1,0,-0.44000000000000017,-0.2692307692307693
0.5,0.8,0.8,1,0.5,1,0,1,0,-0.6000000000000001,-0.36363636363636376
0.6,0.8,0.8,1,0.5,1,0,1,0,-0.76,-0.44827586206896564
0.7000000000000001,0.8,0.8,1,0.5,1,0,1,0,-0.9200000000000002,-0.5245901639344264
0.8,0.8,0.8,1,0.5,1,0,1,0,-1.0800000000000003,-0.5937500000000002
0.9,0.8,0.8,1,0.5,1,0,1,0,-1.2400000000000002,-0.6567164179104479
1,0.8,0.8,1,0.5,1,0,1,0,-1.4000000000000001,-0.7142857142857144
0.2,0.9,0.8,1,0.5,1,0,1,0,-0.16000000000000014,-0.1250000000000001
0.30000000000000004,0.9,0.8,1,0.5,1,0,1,0,-0.3400000000000001,-0.2692307692307693
0.4,0.9,0.8,1,0.5,1,0,1,0,-0.5200000000000002,-0.392857142857143
0.5,0.9,0.8,1,0.5,1,0,1,0,-0.7,-0.5000000000000001
0.6,0.9,0.8,1,0.5,1,0,1,0,-0.8800000000000001,-0.59375
0.7000000000000001,0.9,0.8,1,0.5,1,0,1,0,-1.0600000000000003,-0.6764705882352942
0.8,0.9,0.8,1,0.5,1,0,1,0,-1.2400000000000002,-0.7500000000000001
0.9,0.9,0.8,1,0.5,1,0,1,0,-1.4200000000000002,-0.8157894736842106
1,0.9,0.8,1,0.5,1,0,1,0,-1.6,-0.875
0.2,1,0.8,1,0.5,1,0,1,0,-0.19999999999999996,-0.19999999999999996
0.30000000000000004,1,0.8,1,0.5,1,0,1,0,-0.40000000000000013,-0.36363636363636376
0.4,1,0.8,1,0.5,1,0,1,0,-0.6000000000000001,-0.5000000000000001
0.5,1,0.8,1,0.5,1,0,1,0,-0.8,-0.6153846153846154
0.6,1,0.8,1,0.5,1,0,1,0,-1,-0.7142857142857142
0.7000000000000001,1,0.8,1,0.5,1,0,1,0,-1.2000000000000002,-0.8
0.8,1,0.8,1,0.5,1,0,1,0,-1.4000000000000001,-0.875
0.9,1,0.8,1,0.5,1,0,1,0,-1.6,-0.9411764705882353
1,1,0.8,1,0.5,1,0,1,0,-1.8,-1
0.6,0.6,0.9,1,0.5,1,0,1,0,-0.62,-0.13725490196078427
0.7000000000000001,0.6,0.9,1,0.5,1,0,1,0,-0.7400000000000001,-0.17307692307692313
0.8,0.6,0.9,1,0.5,1,0,1,0,-0.86,-0.2075471698113207
0.9,0.6,0.9,1,0.5,1,0,1,0,-0.9800000000000001,-0.2407407407407407
1,0.6,0.9,1,0.5,1,0,1,0,-1.1,-0.2727272727272727
0.30000000000000004,0.7000000000000001,0.9,1,0.5,1,0,1,0,-0.3200000000000002,-0.13725490196078438
0.4,0.7000000000000001,0.9,1,0.5,1,0,1,0,-0.4600000000000001,-0.20754716981132082
0.5,0.7000000000000001,0.9,1,0.5,1,0,1,0,-0.6000000000000002,-0.2727272727272728
0.6,0.7000000000000001,0.9,1,0.5,1,0,1,0,-0.7400000000000001,-0.3333333333333335
0.7000000000000001,0.7000000000000001,0.9,1,0.5,1,0,1,0,-0.8800000000000002,-0.38983050847457645
0.8,0.7000000000000001,0.9,1,0.5,1,0,1,0,-1.02,-0.4426229508196723
0.9,0.7000000000000001,0.9,1,0.5,1,0,1,0,-1.1600000000000001,-0.4920634920634922
1,0.7000000000000001,0.9,1,0.5,1,0,1,0,-1.3000000000000003,-0.5384615384615387
0.2,0.8,0.9,1,0.5,1,0,1,0,-0.22000000000000008,-0.13725490196078427
0.30000000000000004,0.8,0.9,1,0.5,1,0,1,0,-0.38,-0.2407407407407408
0.4,0.8,0.9,1,0.5,1,0,1,0,-0.5400000000000001,-0.33333333333333337
0.5,0.8,0.9,1,0.5,1,0,1,0,-0.7000000000000001,-0.41666666666666674
0.6,0.8,0.9,1,0.5,1,0,1,0,-0.86,-0.4920634920634921
0.7000000000000001,0.8,0.9,1,0.5,1,0,1,0,-1.02,-0.5606060606060608
0.8,0.8,0.9,1,0.5,1,0,1,0,-1.1800000000000002,-0.6231884057971016
0.9,0.8,0.9,1,0.5,1,0,1,0,-1.3400000000000003,-0.6805555555555557
1,0.8,0.9,1,0.5,1,0,1,0,-1.5,-0.7333333333333334
0.2,0.9,0.9,1,0.5,1,0,1,0,-0.2600000000000001,-0.20754716981132082
0.30000000000000004,0.9,0.9,1,0.5,1,0,1,0,-0.44000000000000006,-0.33333333333333337
0.4,0.9,0.9,1,0.5,1,0,1,0,-0.6200000000000002,-0.4426229508196723
0.5,0.9,0.9,1,0.5,1,0,1,0,-0.7999999999999999,-0.5384615384615385
0.6,0.9,0.9,1,0.5,1,0,1,0,-0.9800000000000001,-0.6231884057971013
0.7000000000000001,0.9,0.9,1,0.5,1,0,1,0,-1.1600000000000001,-0.6986301369863014
0.8,0.9,0.9,1,0.5,1,0,1,0,-1.3400000000000003,-0.7662337662337664
0.9,0.9,0.9,1,0.5,1,0,1,0,-1.52,-0.8271604938271606
1,0.9,0.9,1,0.5,1,0,1,0,-1.7000000000000002,-0.8823529411764707
0.2,1,0.9,1,0.5,1,0,1,0,-0.29999999999999993,-0.2727272727272727
0.30000000000000004,1,0.9,1,0.5,1,0,1,0,-0.5000000000000001,-0.41666666666666674
0.4,1,0.9,1,0.5,1,0,1,0,-0.7000000000000001,-0.5384615384615385
0.5,1,0.9,1,0.5,1,0,1,0,-0.9,-0.6428571428571428
0.6,1,0.9,1,0.5,1,0,1,0,-1.1,-0.7333333333333334
0.7000000000000001,1,0.9,1,0.5,1,0,1,0,-1.3000000000000003,-0.8125
0.8,1,0.9,1,0.5,1,0,1,0,-1.5,-0.8823529411764707
0.9,1,0.9,1,0.5,1,0,1,0,-1.7000000000000002,-0.9444444444444444
1,1,0.9,1,0.5,1,0,1,0,-1.9,-1
0.30000000000000004,0.6,1,1,0.5,1,0,1,0,-0.3600000000000001,-0.1132075471698114
0.4,0.6,1,1,0.5,1,0,1,0,-0.48,-0.14814814814814814
0.5,0.6,1,1,0.5,1,0,1,0,-0.6000000000000001,-0.18181818181818188
0.6,0.6,1,1,0.5,1,0,1,0,-0.72,-0.2142857142857142
0.7000000000000001,0.6,1,1,0.5,1,0,1,0,-0.8400000000000001,-0.24561403508771928
0.8,0.6,1,1,0.5,1,0,1,0,-0.96,-0.2758620689655171
0.9,0.6,1,1,0.5,1,0,1,0,-1.08,-0.30508474576271183
1,0.6,1,1,0.5,1,0,1,0,-1.2,-0.33333333333333326
0.2,0.7000000000000001,1,1,0.5,1,0,1,0,-0.28,-0.14814814814814825
0.30000000000000004,0.7000000000000001,1,1,0.5,1,0,1,0,-0.42000000000000015,-0.2142857142857144
0.4,0.7000000000000001,1,1,0.5,1,0,1,0,-0.56,-0.27586206896551735
0.5,0.7000000000000001,1,1,0.5,1,0,1,0,-0.7000000000000002,-0.3333333333333335
0.6,0.7000000000000001,1,1,0.5,1,0,1,0,-0.8400000000000001,-0.3870967741935485
0.7000000000000001,0.7000000000000001,1,1,0.5,1,0,1,0,-0.9800000000000002,-0.4375000000000002
0.8,0.7000000000000001,1,1,0.5,1,0,1,0,-1.12,-0.484848484848485
0.9,0.7000000000000001,1,1,0.5,1,0,1,0,-1.2600000000000002,-0.5294117647058825
1,0.7000000000000001,1,1,0.5,1,0,1,0,-1.4000000000000001,-0.5714285714285716
0.1,0.8,1,1,0.5,1,0,1,0,-0.16000000000000014,-0.1132075471698114
0.2,0.8,1,1,0.5,1,0,1,0,-0.32000000000000006,-0.2142857142857143
0.30000000000000004,0.8,1,1,0.5,1,0,1,0,-0.48,-0.30508474576271205
0.4,0.8,1,1,0.5,1,0,1,0,-0.6400000000000001,-0.3870967741935484
0.5,0.8,1,1,0.5,1,0,1,0,-0.8,-0.46153846153846156
0.6,0.8,1,1,0.5,1,0,1,0,-0.96,-0.5294117647058825
0.7000000000000001,0.8,1,1,0.5,1,0,1,0,-1.12,-0.591549295774648
0.8,0.8,1,1,0.5,1,0,1,0,-1.2800000000000002,-0.6486486486486487
0.9,0.8,1,1,0.5,1,0,1,0,-1.4400000000000002,-0.7012987012987014
1,0.8,1,1,0.5,1,0,1,0,-1.6,-0.75
0.1,0.9,1,1,0.5,1,0,1,0,-0.17999999999999994,-0.14814814814814825
0.2,0.9,1,1,0.5,1,0,1,0,-0.3600000000000001,-0.27586206896551735
0.30000000000000004,0.9,1,1,0.5,1,0,1,0,-0.54,-0.3870967741935484
0.4,0.9,1,1,0.5,1,0,1,0,-0.7200000000000002,-0.484848484848485
0.5,0.9,1,1,0.5,1,0,1,0,-0.8999999999999999,-0.5714285714285714
0.6,0.9,1,1,0.5,1,0,1,0,-1.08,-0.6486486486486487
0.7000000000000001,0.9,1,1,0.5,1,0,1,0,-1.2600000000000002,-0.7179487179487181
0.8,0.9,1,1,0.5,1,0,1,0,-1.4400000000000002,-0.7804878048780488
0.9,0.9,1,1,0.5,1,0,1,0,-1.62,-0.8372093023255814
1,0.9,1,1,0.5,1,0,1,0,-1.8,-0.888888888888889
0.1,1,1,1,0.5,1,0,1,0,-0.19999999999999996,-0.18181818181818188
0.2,1,1,1,0.5,1,0,1,0,-0.3999999999999999,-0.33333333333333326
0.30000000000000004,1,1,1,0.5,1,0,1,0,-0.6000000000000001,-0.46153846153846156
0.4,1,1,1,0.5,1,0,1,0,-0.8,-0.5714285714285714
0.5,1,1,1,0.5,1,0,1,0,-1,-0.6666666666666667
0.6,1,1,1,0.5,1,0,1,0,-1.2,-0.75
0.7000000000000001,1,1,1,0.5,1,0,1,0,-1.4000000000000001,-0.823529411764706
0.8,1,1,1,0.5,1,0,1,0,-1.6,-0.888888888888889
0.9,1,1,1,0.5,1,0,1,0,-1.8,-0.9473684210526316
1,1,1,1,0.5,1,0,1,0,-2,-1
0.8,0.8,0.1,1.2,0.5,1,0,1,0,-0.3800000000000002,-0.30344827586206924
0.9,0.8,0.1,1.2,0.5,1,0,1,0,-0.5400000000000001,-0.4812500000000003
1,0.8,0.1,1.2,0.5,1,0,1,0,-0.7000000000000001,-0.6285714285714287
0.6,0.9,0.1,1.2,0.5,1,0,1,0,-0.18000000000000008,-0.3034482758620688
0.7000000000000001,0.9,0.1,1.2,0.5,1,0,1,0,-0.3600000000000002,-0.5333333333333334
0.8,0.9,0.1,1.2,0.5,1,0,1,0,-0.5400000000000001,-0.7135135135135138
0.9,0.9,0.1,1.2,0.5,1,0,1,0,-0.7200000000000001,-0.8585365853658538
1,0.9,0.1,1.2,0.5,1,0,1,0,-0.9,-0.9777777777777779
0.5,1,0.1,1.2,0.5,1,0,1,0,-0.1,-0.3666666666666666
0.6,1,0.1,1.2,0.5,1,0,1,0,-0.29999999999999993,-0.6285714285714284
0.7000000000000001,1,0.1,1.2,0.5,1,0,1,0,-0.5000000000000001,-0.8250000000000001
0.8,1,0.1,1.2,0.5,1,0,1,0,-0.7000000000000001,-0.9777777777777779
0.9,1,0.1,1.2,0.5,1,0,1,0,-0.9,-1.1
1,1,0.1,1.2,0.5,1,0,1,0,-1.1,-1.2
1,0.7000000000000001,0.2,1.2,0.5,1,0,1,0,-0.6000000000000001,-0.2000000000000003
0.7000000000000001,0.8,0.2,1.2,0.5,1,0,1,0,-0.3200000000000001,-0.2645161290322584
0.8,0.8,0.2,1.2,0.5,1,0,1,0,-0.48000000000000026,-0.43529411764705905
0.9,0.8,0.2,1.2,0.5,1,0,1,0,-0.6400000000000001,-0.5783783783783787
1,0.8,0.2,1.2,0.5,1,0,1,0,-0.8,-0.7000000000000001
0.5,0.9,0.2,1.2,0.5,1,0,1,0,-0.09999999999999992,-0.20000000000000018
0.6,0.9,0.2,1.2,0.5,1,0,1,0,-0.2800000000000001,-0.4352941176470587
0.7000000000000001,0.9,0.2,1.2,0.5,1,0,1,0,-0.46000000000000024,-0.6210526315789474
0.8,0.9,0.2,1.2,0.5,1,0,1,0,-0.6400000000000001,-0.7714285714285716
0.9,0.9,0.2,1.2,0.5,1,0,1,0,-0.8200000000000001,-0.8956521739130436
1,0.9,0.2,1.2,0.5,1,0,1,0,-1,-1
0.5,1,0.2,1.2,0.5,1,0,1,0,-0.2,-0.48571428571428565
0.6,1,0.2,1.2,0.5,1,0,1,0,-0.39999999999999997,-0.7
0.7000000000000001,1,0.2,1.2,0.5,1,0,1,0,-0.6000000000000001,-0.8666666666666667
0.8,1,0.2,1.2,0.5,1,0,1,0,-0.8,-1
0.9,1,0.2,1.2,0.5,1,0,1,0,-1,-1.1090909090909091
1,1,0.2,1.2,0.5,1,0,1,0,-1.2,-1.2
0.8,0.7000000000000001,0.30000000000000004,1.2,0.5,1,0,1,0,-0.42000000000000015,-0.10322580645161317
0.9,0.7000000000000001,0.30000000000000004,1.2,0.5,1,0,1,0,-0.5600000000000003,-0.23030303030303056
1,0.7000000000000001,0.30000000000000004,1.2,0.5,1,0,1,0,-0.7000000000000002,-0.3428571428571432
0.6,0.8,0.30000000000000004,1.2,0.5,1,0,1,0,-0.26,-0.23030303030303056
0.7000000000000001,0.8,0.30000000000000004,1.2,0.5,1,0,1,0,-0.42000000000000015,-0.3944444444444448
0.8,0.8,0.30000000000000004,1.2,0.5,1,0,1,0,-0.5800000000000003,-0.5333333333333335
0.9,0.8,0.30000000000000004,1.2,0.5,1,0,1,0,-0.7400000000000002,-0.6523809523809526
1,0.8,0.30000000000000004,1.2,0.5,1,0,1,0,-0.9000000000000001,-0.7555555555555558
0.4,0.9,0.30000000000000004,1.2,0.5,1,0,1,0,-0.02000000000000024,-0.10322580645161317
0.5,0.9,0.30000000000000004,1.2,0.5,1,0,1,0,-0.19999999999999996,-0.34285714285714297
0.6,0.9,0.30000000000000004,1.2,0.5,1,0,1,0,-0.3800000000000001,-0.5333333333333333
0.7000000000000001,0.9,0.30000000000000004,1.2,0.5,1,0,1,0,-0.5600000000000003,-0.6883720930232559
0.8,0.9,0.30000000000000004,1.2,0.5,1,0,1,0,-0.7400000000000002,-0.8170212765957449
0.9,0.9,0.30000000000000004,1.2,0.5,1,0,1,0,-0.9200000000000002,-0.9254901960784314
1,0.9,0.30000000000000004,1.2,0.5,1,0,1,0,-1.1,-1.018181818181818
0.4,1,0.30000000000000004,1.2,0.5,1,0,1,0,-0.10000000000000009,-0.34285714285714297
0.5,1,0.30000000000000004,1.2,0.5,1,0,1,0,-0.30000000000000004,-0.575
0.6,1,0.30000000000000004,1.2,0.5,1,0,1,0,-0.5,-0.7555555555555555
0.7000000000000001,1,0.30000000000000004,1.2,0.5,1,0,1,0,-0.7000000000000002,-0.9
0.8,1,0.30000000000000004,1.2,0.5,1,0,1,0,-0.9000000000000001,-1.018181818181818
0.9,1,0.30000000000000004,1.2,0.5,1,0,1,0,-1.1,-1.1166666666666667
