theta,delta,k,K,Rec,F2dom,M2dom,F2epidom,M2epidom,fem_inv,masc_into_gyn
0.8,0.9,0.1,0.6000000000000001,0.1,0,0,1,0,-0.5400000000000001,-0.11351351351351385
0.9,0.9,0.1,0.6000000000000001,0.1,0,0,1,0,-0.7200000000000001,-0.2585365853658539
1,0.9,0.1,0.6000000000000001,0.1,0,0,1,0,-0.9,-0.37777777777777793
0.7000000000000001,1,0.1,0.6000000000000001,0.1,0,0,1,0,-0.5000000000000001,-0.2250000000000002
0.8,1,0.1,0.6000000000000001,0.1,0,0,1,0,-0.7000000000000001,-0.37777777777777793
0.9,1,0.1,0.6000000000000001,0.1,0,0,1,0,-0.9,-0.5000000000000001
1,1,0.1,0.6000000000000001,0.1,0,0,1,0,-1.1,-0.6000000000000001
1,0.8,0.2,0.6000000000000001,0.1,0,0,1,0,-0.8,-0.1000000000000002
0.8,0.9,0.2,0.6000000000000001,0.1,0,0,1,0,-0.6400000000000001,-0.1714285714285717
0.9,0.9,0.2,0.6000000000000001,0.1,0,0,1,0,-0.8200000000000001,-0.2956521739130437
1,0.9,0.2,0.6000000000000001,0.1,0,0,1,0,-1,-0.40000000000000013
0.6,1,0.2,0.6000000000000001,0.1,0,0,1,0,-0.39999999999999997,-0.10000000000000009
0.7000000000000001,1,0.2,0.6000000000000001,0.1,0,0,1,0,-0.6000000000000001,-0.2666666666666669
0.8,1,0.2,0.6000000000000001,0.1,0,0,1,0,-0.8,-0.40000000000000013
0.9,1,0.2,0.6000000000000001,0.1,0,0,1,0,-1,-0.5090909090909093
1,1,0.2,0.6000000000000001,0.1,0,0,1,0,-1.2,-0.6000000000000001
1,0.8,0.30000000000000004,0.6000000000000001,0.1,0,0,1,0,-0.9000000000000001,-0.15555555555555584
0.8,0.9,0.30000000000000004,0.6000000000000001,0.1,0,0,1,0,-0.7400000000000002,-0.217021276595745
0.9,0.9,0.30000000000000004,0.6000000000000001,0.1,0,0,1,0,-0.9200000000000002,-0.32549019607843155
1,0.9,0.30000000000000004,0.6000000000000001,0.1,0,0,1,0,-1.1,-0.4181818181818183
0.6,1,0.30000000000000004,0.6000000000000001,0.1,0,0,1,0,-0.5,-0.1555555555555556
0.7000000000000001,1,0.30000000000000004,0.6000000000000001,0.1,0,0,1,0,-0.7000000000000002,-0.30000000000000016
0.8,1,0.30000000000000004,0.6000000000000001,0.1,0,0,1,0,-0.9000000000000001,-0.4181818181818183
0.9,1,0.30000000000000004,0.6000000000000001,0.1,0,0,1,0,-1.1,-0.5166666666666668
1,1,0.30000000000000004,0.6000000000000001,0.1,0,0,1,0,-1.3,-0.6000000000000001
0.9,0.8,0.4,0.6000000000000001,0.1,0,0,1,0,-0.8400000000000002,-0.11063829787234075
1,0.8,0.4,0.6000000000000001,0.1,0,0,1,0,-1,-0.20000000000000018
0.7000000000000001,0.9,0.4,0.6000000000000001,0.1,0,0,1,0,-0.6600000000000003,-0.14166666666666683
0.8,0.9,0.4,0.6000000000000001,0.1,0,0,1,0,-0.8400000000000002,-0.25384615384615405
0.9,0.9,0.4,0.6000000000000001,0.1,0,0,1,0,-1.02,-0.3500000000000002
1,0.9,0.4,0.6000000000000001,0.1,0,0,1,0,-1.2000000000000002,-0.43333333333333346
0.6,1,0.4,0.6000000000000001,0.1,0,0,1,0,-0.6,-0.20000000000000007
0.7000000000000001,1,0.4,0.6000000000000001,0.1,0,0,1,0,-0.8000000000000002,-0.32727272727272744
0.8,1,0.4,0.6000000000000001,0.1,0,0,1,0,-1,-0.43333333333333346
0.9,1,0.4,0.6000000000000001,0.1,0,0,1,0,-1.2000000000000002,-0.5230769230769232
1,1,0.4,0.6000000000000001,0.1,0,0,1,0,-1.4,-0.6000000000000001
0.9,0.8,0.5,0.6000000000000001,0.1,0,0,1,0,-0.9400000000000002,-0.15769230769230796
1,0.8,0.5,0.6000000000000001,0.1,0,0,1,0,-1.1,-0.23636363636363655
0.7000000000000001,0.9,0.5,0.6000000000000001,0.1,0,0,1,0,-0.7600000000000002,-0.18490566037735867
0.8,0.9,0.5,0.6000000000000001,0.1,0,0,1,0,-0.9400000000000002,-0.2842105263157897
0.9,0.9,0.5,0.6000000000000001,0.1,0,0,1,0,-1.12,-0.3704918032786887
1,0.9,0.5,0.6000000000000001,0.1,0,0,1,0,-1.3,-0.4461538461538463
0.5,1,0.5,0.6000000000000001,0.1,0,0,1,0,-0.5,-0.10000000000000009
0.6,1,0.5,0.6000000000000001,0.1,0,0,1,0,-0.7,-0.23636363636363644
0.7000000000000001,1,0.5,0.6000000000000001,0.1,0,0,1,0,-0.9000000000000001,-0.3500000000000002
0.8,1,0.5,0.6000000000000001,0.1,0,0,1,0,-1.1,-0.4461538461538463
0.9,1,0.5,0.6000000000000001,0.1,0,0,1,0,-1.3,-0.5285714285714287
1,1,0.5,0.6000000000000001,0.1,0,0,1,0,-1.5,-0.6000000000000001
0.8,0.8,0.6,0.6000000000000001,0.1,0,0,1,0,-0.8800000000000002,-0.11851851851851875
0.9,0.8,0.6,0.6000000000000001,0.1,0,0,1,0,-1.04,-0.19649122807017572
1,0.8,0.6,0.6000000000000001,0.1,0,0,1,0,-1.2000000000000002,-0.2666666666666669
0.6,0.9,0.6,0.6000000000000001,0.1,0,0,1,0,-0.68,-0.11851851851851863
0.7000000000000001,0.9,0.6,0.6000000000000001,0.1,0,0,1,0,-0.8600000000000002,-0.22068965517241396
0.8,0.9,0.6,0.6000000000000001,0.1,0,0,1,0,-1.04,-0.30967741935483895
0.9,0.9,0.6,0.6000000000000001,0.1,0,0,1,0,-1.2200000000000002,-0.38787878787878804
1,0.9,0.6,0.6000000000000001,0.1,0,0,1,0,-1.4,-0.4571428571428573
0.5,1,0.6,0.6000000000000001,0.1,0,0,1,0,-0.6,-0.14545454545454556
0.6,1,0.6,0.6000000000000001,0.1,0,0,1,0,-0.7999999999999999,-0.2666666666666667
0.7000000000000001,1,0.6,0.6000000000000001,0.1,0,0,1,0,-1,-0.36923076923076936
0.8,1,0.6,0.6000000000000001,0.1,0,0,1,0,-1.2000000000000002,-0.4571428571428573
0.9,1,0.6,0.6000000000000001,0.1,0,0,1,0,-1.4,-0.5333333333333334
1,1,0.6,0.6000000000000001,0.1,0,0,1,0,-1.6,-0.6000000000000001
0.8,0.8,0.7000000000000001,0.6000000000000001,0.1,0,0,1,0,-0.9800000000000003,-0.1593220338983053
0.9,0.8,0.7000000000000001,0.6000000000000001,0.1,0,0,1,0,-1.1400000000000001,-0.22903225806451638
1,0.8,0.7000000000000001,0.6000000000000001,0.1,0,0,1,0,-1.3000000000000003,-0.29230769230769255
0.6,0.9,0.7000000000000001,0.6000000000000001,0.1,0,0,1,0,-0.7800000000000001,-0.15932203389830524
0.7000000000000001,0.9,0.7000000000000001,0.6000000000000001,0.1,0,0,1,0,-0.9600000000000003,-0.250793650793651
0.8,0.9,0.7000000000000001,0.6000000000000001,0.1,0,0,1,0,-1.1400000000000001,-0.3313432835820898
0.9,0.9,0.7000000000000001,0.6000000000000001,0.1,0,0,1,0,-1.3200000000000003,-0.40281690140845083
1,0.9,0.7000000000000001,0.6000000000000001,0.1,0,0,1,0,-1.5,-0.4666666666666668
0.5,1,0.7000000000000001,0.6000000000000001,0.1,0,0,1,0,-0.7000000000000001,-0.18333333333333346
0.6,1,0.7000000000000001,0.6000000000000001,0.1,0,0,1,0,-0.9,-0.2923076923076924
0.7000000000000001,1,0.7000000000000001,0.6000000000000001,0.1,0,0,1,0,-1.1,-0.3857142857142859
0.8,1,0.7000000000000001,0.6000000000000001,0.1,0,0,1,0,-1.3000000000000003,-0.4666666666666668
0.9,1,0.7000000000000001,0.6000000000000001,0.1,0,0,1,0,-1.5,-0.5375000000000001
1,1,0.7000000000000001,0.6000000000000001,0.1,0,0,1,0,-1.7000000000000002,-0.6000000000000001
1,0.7000000000000001,0.8,0.6000000000000001,0.1,0,0,1,0,-1.2000000000000002,-0.10000000000000026
0.7000000000000001,0.8,0.8,0.6000000000000001,0.1,0,0,1,0,-0.9200000000000002,-0.12459016393442651
0.8,0.8,0.8,0.6000000000000001,0.1,0,0,1,0,-1.0800000000000003,-0.19375000000000026
0.9,0.8,0.8,0.6000000000000001,0.1,0,0,1,0,-1.2400000000000002,-0.256716417910448
1,0.8,0.8,0.6000000000000001,0.1,0,0,1,0,-1.4000000000000001,-0.31428571428571445
0.5,0.9,0.8,0.6000000000000001,0.1,0,0,1,0,-0.7,-0.1000000000000002
0.6,0.9,0.8,0.6000000000000001,0.1,0,0,1,0,-0.8800000000000001,-0.1937500000000001
0.7000000000000001,0.9,0.8,0.6000000000000001,0.1,0,0,1,0,-1.0600000000000003,-0.27647058823529425
0.8,0.9,0.8,0.6000000000000001,0.1,0,0,1,0,-1.2400000000000002,-0.3500000000000002
0.9,0.9,0.8,0.6000000000000001,0.1,0,0,1,0,-1.4200000000000002,-0.4157894736842107
1,0.9,0.8,0.6000000000000001,0.1,0,0,1,0,-1.6,-0.4750000000000001
0.4,1,0.8,0.6000000000000001,0.1,0,0,1,0,-0.6000000000000001,-0.1000000000000002
0.5,1,0.8,0.6000000000000001,0.1,0,0,1,0,-0.8,-0.2153846153846155
0.6,1,0.8,0.6000000000000001,0.1,0,0,1,0,-1,-0.31428571428571433
0.7000000000000001,1,0.8,0.6000000000000001,0.1,0,0,1,0,-1.2000000000000002,-0.40000000000000013
0.8,1,0.8,0.6000000000000001,0.1,0,0,1,0,-1.4000000000000001,-0.4750000000000001
0.9,1,0.8,0.6000000000000001,0.1,0,0,1,0,-1.6,-0.5411764705882354
1,1,0.8,0.6000000000000001,0.1,0,0,1,0,-1.8,-0.6000000000000001
1,0.7000000000000001,0.9,0.6000000000000001,0.1,0,0,1,0,-1.3000000000000003,-0.13846153846153875
0.7000000000000001,0.8,0.9,0.6000000000000001,0.1,0,0,1,0,-1.02,-0.1606060606060608
0.8,0.8,0.9,0.6000000000000001,0.1,0,0,1,0,-1.1800000000000002,-0.22318840579710164
0.9,0.8,0.9,0.6000000000000001,0.1,0,0,1,0,-1.3400000000000003,-0.2805555555555558
1,0.8,0.9,0.6000000000000001,0.1,0,0,1,0,-1.5,-0.3333333333333335
0.5,0.9,0.9,0.6000000000000001,0.1,0,0,1,0,-0.7999999999999999,-0.13846153846153858
0.6,0.9,0.9,0.6000000000000001,0.1,0,0,1,0,-0.9800000000000001,-0.22318840579710147
0.7000000000000001,0.9,0.9,0.6000000000000001,0.1,0,0,1,0,-1.1600000000000001,-0.2986301369863015
0.8,0.9,0.9,0.6000000000000001,0.1,0,0,1,0,-1.3400000000000003,-0.3662337662337664
0.9,0.9,0.9,0.6000000000000001,0.1,0,0,1,0,-1.52,-0.42716049382716065
1,0.9,0.9,0.6000000000000001,0.1,0,0,1,0,-1.7000000000000002,-0.4823529411764707
0.4,1,0.9,0.6000000000000001,0.1,0,0,1,0,-0.7000000000000001,-0.13846153846153858
0.5,1,0.9,0.6000000000000001,0.1,0,0,1,0,-0.9,-0.24285714285714294
0.6,1,0.9,0.6000000000000001,0.1,0,0,1,0,-1.1,-0.3333333333333334
0.7000000000000001,1,0.9,0.6000000000000001,0.1,0,0,1,0,-1.3000000000000003,-0.41250000000000014
0.8,1,0.9,0.6000000000000001,0.1,0,0,1,0,-1.5,-0.4823529411764707
0.9,1,0.9,0.6000000000000001,0.1,0,0,1,0,-1.7000000000000002,-0.5444444444444445
1,1,0.9,0.6000000000000001,0.1,0,0,1,0,-1.9,-0.6000000000000001
0.9,0.7000000000000001,1,0.6000000000000001,0.1,0,0,1,0,-1.2600000000000002,-0.12941176470588256
1,0.7000000000000001,1,0.6000000000000001,0.1,0,0,1,0,-1.4000000000000001,-0.17142857142857165
0.6,0.8,1,0.6000000000000001,0.1,0,0,1,0,-0.96,-0.12941176470588256
0.7000000000000001,0.8,1,0.6000000000000001,0.1,0,0,1,0,-1.12,-0.19154929577464813
0.8,0.8,1,0.6000000000000001,0.1,0,0,1,0,-1.2800000000000002,-0.24864864864864877
0.9,0.8,1,0.6000000000000001,0.1,0,0,1,0,-1.4400000000000002,-0.3012987012987015
1,0.8,1,0.6000000000000001,0.1,0,0,1,0,-1.6,-0.35000000000000014
0.5,0.9,1,0.6000000000000001,0.1,0,0,1,0,-0.8999999999999999,-0.17142857142857149
0.6,0.9,1,0.6000000000000001,0.1,0,0,1,0,-1.08,-0.24864864864864872
0.7000000000000001,0.9,1,0.6000000000000001,0.1,0,0,1,0,-1.2600000000000002,-0.3179487179487181
0.8,0.9,1,0.6000000000000001,0.1,0,0,1,0,-1.4400000000000002,-0.38048780487804895
0.9,0.9,1,0.6000000000000001,0.1,0,0,1,0,-1.62,-0.43720930232558153
1,0.9,1,0.6000000000000001,0.1,0,0,1,0,-1.8,-0.48888888888888904
0.4,1,1,0.6000000000000001,0.1,0,0,1,0,-0.8,-0.17142857142857149
0.5,1,1,0.6000000000000001,0.1,0,0,1,0,-1,-0.2666666666666668
0.6,1,1,0.6000000000000001,0.1,0,0,1,0,-1.2,-0.3500000000000001
0.7000000000000001,1,1,0.6000000000000001,0.1,0,0,1,0,-1.4000000000000001,-0.42352941176470604
0.8,1,1,0.6000000000000001,0.1,0,0,1,0,-1.6,-0.48888888888888904
0.9,1,1,0.6000000000000001,0.1,0,0,1,0,-1.8,-0.5473684210526317
1,1,1,0.6000000000000001,0.1,0,0,1,0,-2,-0.6000000000000001
1,0.8,0.1,0.8,0.1,0,0,1,0,-0.7000000000000001,-0.22857142857142876
0.7000000000000001,0.9,0.1,0.8,0.1,0,0,1,0,-0.3600000000000002,-0.13333333333333353
0.8,0.9,0.1,0.8,0.1,0,0,1,0,-0.5400000000000001,-0.3135135135135138
0.9,0.9,0.1,0.8,0.1,0,0,1,0,-0.7200000000000001,-0.45853658536585384
1,0.9,0.1,0.8,0.1,0,0,1,0,-0.9,-0.577777777777778
0.6,1,0.1,0.8,0.1,0,0,1,0,-0.29999999999999993,-0.22857142857142854
0.7000000000000001,1,0.1,0.8,0.1,0,0,1,0,-0.5000000000000001,-0.42500000000000016
0.8,1,0.1,0.8,0.1,0,0,1,0,-0.7000000000000001,-0.577777777777778
0.9,1,0.1,0.8,0.1,0,0,1,0,-0.9,-0.7000000000000001
1,1,0.1,0.8,0.1,0,0,1,0,-1.1,-0.8
0.9,0.8,0.2,0.8,0.1,0,0,1,0,-0.6400000000000001,-0.17837837837837878
1,0.8,0.2,0.8,0.1,0,0,1,0,-0.8,-0.30000000000000016
0.7000000000000001,0.9,0.2,0.8,0.1,0,0,1,0,-0.46000000000000024,-0.2210526315789475
0.8,0.9,0.2,0.8,0.1,0,0,1,0,-0.6400000000000001,-0.37142857142857166
0.9,0.9,0.2,0.8,0.1,0,0,1,0,-0.8200000000000001,-0.49565217391304367
1,0.9,0.2,0.8,0.1,0,0,1,0,-1,-0.6000000000000001
0.6,1,0.2,0.8,0.1,0,0,1,0,-0.39999999999999997,-0.30000000000000004
0.7000000000000001,1,0.2,0.8,0.1,0,0,1,0,-0.6000000000000001,-0.46666666666666684
0.8,1,0.2,0.8,0.1,0,0,1,0,-0.8,-0.6000000000000001
0.9,1,0.2,0.8,0.1,0,0,1,0,-1,-0.7090909090909092
1,1,0.2,0.8,0.1,0,0,1,0,-1.2,-0.8
0.8,0.8,0.30000000000000004,0.8,0.1,0,0,1,0,-0.5800000000000003,-0.13333333333333364
0.9,0.8,0.30000000000000004,0.8,0.1,0,0,1,0,-0.7400000000000002,-0.2523809523809527
1,0.8,0.30000000000000004,0.8,0.1,0,0,1,0,-0.9000000000000001,-0.3555555555555558
0.6,0.9,0.30000000000000004,0.8,0.1,0,0,1,0,-0.3800000000000001,-0.13333333333333341
0.7000000000000001,0.9,0.30000000000000004,0.8,0.1,0,0,1,0,-0.5600000000000003,-0.28837209302325595
0.8,0.9,0.30000000000000004,0.8,0.1,0,0,1,0,-0.7400000000000002,-0.41702127659574495
0.9,0.9,0.30000000000000004,0.8,0.1,0,0,1,0,-0.9200000000000002,-0.5254901960784315
1,0.9,0.30000000000000004,0.8,0.1,0,0,1,0,-1.1,-0.6181818181818183
0.5,1,0.30000000000000004,0.8,0.1,0,0,1,0,-0.30000000000000004,-0.17500000000000004
0.6,1,0.30000000000000004,0.8,0.1,0,0,1,0,-0.5,-0.35555555555555557
0.7000000000000001,1,0.30000000000000004,0.8,0.1,0,0,1,0,-0.7000000000000002,-0.5000000000000001
0.8,1,0.30000000000000004,0.8,0.1,0,0,1,0,-0.9000000000000001,-0.6181818181818183
0.9,1,0.30000000000000004,0.8,0.1,0,0,1,0,-1.1,-0.7166666666666668
1,1,0.30000000000000004,0.8,0.1,0,0,1,0,-1.3,-0.8
0.8,0.8,0.4,0.8,0.1,0,0,1,0,-0.6800000000000003,-0.20909090909090933
0.9,0.8,0.4,0.8,0.1,0,0,1,0,-0.8400000000000002,-0.3106382978723407
1,0.8,0.4,0.8,0.1,0,0,1,0,-1,-0.40000000000000013
0.6,0.9,0.4,0.8,0.1,0,0,1,0,-0.4800000000000001,-0.2090909090909091
0.7000000000000001,0.9,0.4,0.8,0.1,0,0,1,0,-0.6600000000000003,-0.3416666666666668
0.8,0.9,0.4,0.8,0.1,0,0,1,0,-0.8400000000000002,-0.453846153846154
0.9,0.9,0.4,0.8,0.1,0,0,1,0,-1.02,-0.5500000000000002
1,0.9,0.4,0.8,0.1,0,0,1,0,-1.2000000000000002,-0.6333333333333334
0.5,1,0.4,0.8,0.1,0,0,1,0,-0.4,-0.24444444444444446
0.6,1,0.4,0.8,0.1,0,0,1,0,-0.6,-0.4
0.7000000000000001,1,0.4,0.8,0.1,0,0,1,0,-0.8000000000000002,-0.5272727272727273
0.8,1,0.4,0.8,0.1,0,0,1,0,-1,-0.6333333333333334
0.9,1,0.4,0.8,0.1,0,0,1,0,-1.2000000000000002,-0.7230769230769232
1,1,0.4,0.8,0.1,0,0,1,0,-1.4,-0.8
1,0.7000000000000001,0.5,0.8,0.1,0,0,1,0,-0.9000000000000001,-0.13333333333333364
0.7000000000000001,0.8,0.5,0.8,0.1,0,0,1,0,-0.6200000000000001,-0.1695652173913047
0.8,0.8,0.5,0.8,0.1,0,0,1,0,-0.7800000000000002,-0.26938775510204105
0.9,0.8,0.5,0.8,0.1,0,0,1,0,-0.9400000000000002,-0.3576923076923079
1,0.8,0.5,0.8,0.1,0,0,1,0,-1.1,-0.4363636363636365
0.5,0.9,0.5,0.8,0.1,0,0,1,0,-0.3999999999999999,-0.13333333333333341
0.6,0.9,0.5,0.8,0.1,0,0,1,0,-0.5800000000000001,-0.2693877551020408
0.7000000000000001,0.9,0.5,0.8,0.1,0,0,1,0,-0.7600000000000002,-0.3849056603773586
0.8,0.9,0.5,0.8,0.1,0,0,1,0,-0.9400000000000002,-0.48421052631578965
0.9,0.9,0.5,0.8,0.1,0,0,1,0,-1.12,-0.5704918032786886
1,0.9,0.5,0.8,0.1,0,0,1,0,-1.3,-0.6461538461538463
0.4,1,0.5,0.8,0.1,0,0,1,0,-0.30000000000000004,-0.13333333333333341
0.5,1,0.5,0.8,0.1,0,0,1,0,-0.5,-0.30000000000000004
0.6,1,0.5,0.8,0.1,0,0,1,0,-0.7,-0.4363636363636364
0.7000000000000001,1,0.5,0.8,0.1,0,0,1,0,-0.9000000000000001,-0.5500000000000002
0.8,1,0.5,0.8,0.1,0,0,1,0,-1.1,-0.6461538461538463
0.9,1,0.5,0.8,0.1,0,0,1,0,-1.3,-0.7285714285714286
1,1,0.5,0.8,0.1,0,0,1,0,-1.5,-0.8
0.9,0.7000000000000001,0.6,0.8,0.1,0,0,1,0,-0.8600000000000002,-0.13333333333333364
1,0.7000000000000001,0.6,0.8,0.1,0,0,1,0,-1,-0.20000000000000018
0.6,0.8,0.6,0.8,0.1,0,0,1,0,-0.5599999999999999,-0.13333333333333341
0.7000000000000001,0.8,0.6,0.8,0.1,0,0,1,0,-0.7200000000000001,-0.23137254901960802
0.8,0.8,0.6,0.8,0.1,0,0,1,0,-0.8800000000000002,-0.3185185185185187
0.9,0.8,0.6,0.8,0.1,0,0,1,0,-1.04,-0.39649122807017567
